date,track_id,location,popularity,energy,valence,tempo,danceability
2024-12-17,track_2,New York City,59,0.49782490755045644,0.3684292607692216,102.32334448672798,0.673235229154987
2024-12-17,track_3,New York City,59,0.6313538189406882,0.5340526780071745,100.8233797718321,0.6939819704323988
2024-12-17,track_4,New York City,64,0.700752107657852,0.38533263787184363,107.27299868828402,0.5366809019706867
2024-12-17,track_5,New York City,55,0.5422919883055868,0.4790578341580321,117.27780074568463,0.5582458280396083
2024-12-17,track_1,"London, UK",72,0.5633813510719343,0.6068451965913356,129.2797576724562,0.6197316968394073
2024-12-17,track_2,"London, UK",57,0.49782490755045644,0.3684292607692216,102.32334448672798,0.673235229154987
2024-12-17,track_3,"London, UK",61,0.6313538189406882,0.5340526780071745,100.8233797718321,0.6939819704323988
2024-12-17,track_4,"London, UK",69,0.700752107657852,0.38533263787184363,107.27299868828402,0.5366809019706867
2024-12-17,track_5,"London, UK",59,0.5422919883055868,0.4790578341580321,117.27780074568463,0.5582458280396083
2024-12-17,track_1,"Tokyo, Japan",78,0.5633813510719343,0.6068451965913356,129.2797576724562,0.6197316968394073
2024-12-17,track_2,"Tokyo, Japan",57,0.49782490755045644,0.3684292607692216,102.32334448672798,0.673235229154987
2024-12-17,track_3,"Tokyo, Japan",75,0.6313538189406882,0.5340526780071745,100.8233797718321,0.6939819704323988
2024-12-17,track_4,"Tokyo, Japan",67,0.700752107657852,0.38533263787184363,107.27299868828402,0.5366809019706867
2024-12-17,track_5,"Tokyo, Japan",64,0.5422919883055868,0.4790578341580321,117.27780074568463,0.5582458280396083
2024-12-17,track_1,"Miami, USA",64,0.6197194861791278,0.6068451965913356,129.2797576724562,0.6197316968394073
2024-12-17,track_2,"Miami, USA",63,0.5476073983055021,0.3684292607692216,102.32334448672798,0.673235229154987
2024-12-17,track_3,"Miami, USA",72,0.6944892008347571,0.5340526780071745,100.8233797718321,0.6939819704323988
2024-12-17,track_4,"Miami, USA",66,0.7708273184236373,0.38533263787184363,107.27299868828402,0.5366809019706867
2024-12-17,track_5,"Miami, USA",67,0.5965211871361455,0.4790578341580321,117.27780074568463,0.5582458280396083
2024-12-17,track_1,"Berlin, Germany",63,0.591550418625531,0.6068451965913356,129.2797576724562,0.6197316968394073
2024-12-17,track_2,"Berlin, Germany",62,0.5227161529279792,0.3684292607692216,102.32334448672798,0.673235229154987
2024-12-17,track_3,"Berlin, Germany",64,0.6629215098877227,0.5340526780071745,100.8233797718321,0.6939819704323988
2024-12-17,track_4,"Berlin, Germany",71,0.7357897130407446,0.38533263787184363,107.27299868828402,0.5366809019706867
2024-12-17,track_5,"Berlin, Germany",67,0.5694065877208662,0.4790578341580321,117.27780074568463,0.5582458280396083
2024-12-18,track_1,New York City,65,0.5632157080552096,0.6065801677645762,129.2797576724562,0.6197316968394073
2024-12-18,track_2,New York City,58,0.4976592645337318,0.36816423194246223,102.32334448672798,0.673235229154987
2024-12-18,track_3,New York City,54,0.6311881759239635,0.5337876491804151,100.8233797718321,0.6939819704323988
2024-12-18,track_4,New York City,60,0.7005864646411275,0.38506760904508425,107.27299868828402,0.5366809019706867
2024-12-18,track_5,New York City,64,0.5421263452888623,0.4787928053312727,117.27780074568463,0.5582458280396083
2024-12-18,track_1,"London, UK",62,0.5632157080552096,0.6065801677645762,129.2797576724562,0.6197316968394073
2024-12-18,track_2,"London, UK",50,0.4976592645337318,0.36816423194246223,102.32334448672798,0.673235229154987
2024-12-18,track_3,"London, UK",72,0.6311881759239635,0.5337876491804151,100.8233797718321,0.6939819704323988
2024-12-18,track_4,"London, UK",60,0.7005864646411275,0.38506760904508425,107.27299868828402,0.5366809019706867
2024-12-18,track_5,"London, UK",64,0.5421263452888623,0.4787928053312727,117.27780074568463,0.5582458280396083
2024-12-18,track_1,"Tokyo, Japan",61,0.5632157080552096,0.6065801677645762,129.2797576724562,0.6197316968394073
2024-12-18,track_2,"Tokyo, Japan",54,0.4976592645337318,0.36816423194246223,102.32334448672798,0.673235229154987
2024-12-18,track_3,"Tokyo, Japan",63,0.6311881759239635,0.5337876491804151,100.8233797718321,0.6939819704323988
2024-12-18,track_4,"Tokyo, Japan",59,0.7005864646411275,0.38506760904508425,107.27299868828402,0.5366809019706867
2024-12-18,track_5,"Tokyo, Japan",54,0.5421263452888623,0.4787928053312727,117.27780074568463,0.5582458280396083
2024-12-18,track_1,"Miami, USA",66,0.6195372788607306,0.6065801677645762,129.2797576724562,0.6197316968394073
2024-12-18,track_2,"Miami, USA",58,0.5474251909871051,0.36816423194246223,102.32334448672798,0.673235229154987
2024-12-18,track_3,"Miami, USA",66,0.6943069935163599,0.5337876491804151,100.8233797718321,0.6939819704323988
2024-12-18,track_4,"Miami, USA",66,0.7706451111052404,0.38506760904508425,107.27299868828402,0.5366809019706867
2024-12-18,track_5,"Miami, USA",69,0.5963389798177485,0.4787928053312727,117.27780074568463,0.5582458280396083
2024-12-18,track_1,"Berlin, Germany",64,0.59137649345797,0.6065801677645762,129.2797576724562,0.6197316968394073
2024-12-18,track_2,"Berlin, Germany",68,0.5225422277604185,0.36816423194246223,102.32334448672798,0.673235229154987
2024-12-18,track_3,"Berlin, Germany",72,0.6627475847201617,0.5337876491804151,100.8233797718321,0.6939819704323988
2024-12-18,track_4,"Berlin, Germany",60,0.7356157878731839,0.38506760904508425,107.27299868828402,0.5366809019706867
2024-12-18,track_5,"Berlin, Germany",60,0.5692326625533054,0.4787928053312727,117.27780074568463,0.5582458280396083
2024-12-19,track_1,New York City,60,0.5630646281560172,0.6063384399258683,129.2797576724562,0.6197316968394073
2024-12-19,track_2,New York City,51,0.49750818463453944,0.3679225041037544,102.32334448672798,0.673235229154987
2024-12-19,track_3,New York City,59,0.6310370960247711,0.5335459213417072,100.8233797718321,0.6939819704323988
2024-12-19,track_4,New York City,60,0.700435384741935,0.3848258812063764,107.27299868828402,0.5366809019706867
2024-12-19,track_5,New York City,66,0.5419752653896698,0.47855107749256487,117.27780074568463,0.5582458280396083
2024-12-19,track_1,"London, UK",59,0.5630646281560172,0.6063384399258683,129.2797576724562,0.6197316968394073
2024-12-19,track_2,"London, UK",61,0.49750818463453944,0.3679225041037544,102.32334448672798,0.673235229154987
2024-12-19,track_3,"London, UK",64,0.6310370960247711,0.5335459213417072,100.8233797718321,0.6939819704323988
2024-12-19,track_4,"London, UK",58,0.700435384741935,0.3848258812063764,107.27299868828402,0.5366809019706867
2024-12-19,track_5,"London, UK",71,0.5419752653896698,0.47855107749256487,117.27780074568463,0.5582458280396083
2024-12-19,track_1,"Tokyo, Japan",67,0.5630646281560172,0.6063384399258683,129.2797576724562,0.6197316968394073
2024-12-19,track_2,"Tokyo, Japan",53,0.49750818463453944,0.3679225041037544,102.32334448672798,0.673235229154987
2024-12-19,track_3,"Tokyo, Japan",64,0.6310370960247711,0.5335459213417072,100.8233797718321,0.6939819704323988
2024-12-19,track_4,"Tokyo, Japan",54,0.700435384741935,0.3848258812063764,107.27299868828402,0.5366809019706867
2024-12-19,track_5,"Tokyo, Japan",68,0.5419752653896698,0.47855107749256487,117.27780074568463,0.5582458280396083
2024-12-19,track_1,"Miami, USA",63,0.619371090971619,0.6063384399258683,129.2797576724562,0.6197316968394073
2024-12-19,track_2,"Miami, USA",67,0.5472590030979935,0.3679225041037544,102.32334448672798,0.673235229154987
2024-12-19,track_3,"Miami, USA",68,0.6941408056272482,0.5335459213417072,100.8233797718321,0.6939819704323988
2024-12-19,track_4,"Miami, USA",77,0.7704789232161285,0.3848258812063764,107.27299868828402,0.5366809019706867
2024-12-19,track_5,"Miami, USA",68,0.5961727919286368,0.47855107749256487,117.27780074568463,0.5582458280396083
2024-12-19,track_1,"Berlin, Germany",67,0.5912178595638181,0.6063384399258683,129.2797576724562,0.6197316968394073
2024-12-19,track_2,"Berlin, Germany",65,0.5223835938662664,0.3679225041037544,102.32334448672798,0.673235229154987
2024-12-19,track_3,"Berlin, Germany",70,0.6625889508260097,0.5335459213417072,100.8233797718321,0.6939819704323988
2024-12-19,track_4,"Berlin, Germany",63,0.7354571539790318,0.3848258812063764,107.27299868828402,0.5366809019706867
2024-12-19,track_5,"Berlin, Germany",61,0.5690740286591532,0.47855107749256487,117.27780074568463,0.5582458280396083
2024-12-20,track_1,New York City,57,0.5629281561425917,0.6061200847043875,129.2797576724562,0.6197316968394073
2024-12-20,track_2,New York City,62,0.4973717126211139,0.3677041488822736,102.32334448672798,0.673235229154987
2024-12-20,track_3,New York City,59,0.6309006240113456,0.5333275661202264,100.8233797718321,0.6939819704323988
2024-12-20,track_4,New York City,66,0.7002989127285095,0.3846075259848956,107.27299868828402,0.5366809019706867
2024-12-20,track_5,New York City,59,0.5418387933762443,0.4783327222710841,117.27780074568463,0.5582458280396083
2024-12-20,track_1,"London, UK",56,0.5629281561425917,0.6061200847043875,129.2797576724562,0.6197316968394073
2024-12-20,track_2,"London, UK",52,0.4973717126211139,0.3677041488822736,102.32334448672798,0.673235229154987
2024-12-20,track_3,"London, UK",61,0.6309006240113456,0.5333275661202264,100.8233797718321,0.6939819704323988
2024-12-20,track_4,"London, UK",60,0.7002989127285095,0.3846075259848956,107.27299868828402,0.5366809019706867
2024-12-20,track_5,"London, UK",62,0.5418387933762443,0.4783327222710841,117.27780074568463,0.5582458280396083
2024-12-20,track_1,"Tokyo, Japan",74,0.5629281561425917,0.6061200847043875,129.2797576724562,0.6197316968394073
2024-12-20,track_2,"Tokyo, Japan",69,0.4973717126211139,0.3677041488822736,102.32334448672798,0.673235229154987
2024-12-20,track_3,"Tokyo, Japan",58,0.6309006240113456,0.5333275661202264,100.8233797718321,0.6939819704323988
2024-12-20,track_4,"Tokyo, Japan",62,0.7002989127285095,0.3846075259848956,107.27299868828402,0.5366809019706867
2024-12-20,track_5,"Tokyo, Japan",63,0.5418387933762443,0.4783327222710841,117.27780074568463,0.5582458280396083
2024-12-20,track_1,"Miami, USA",72,0.619220971756851,0.6061200847043875,129.2797576724562,0.6197316968394073
2024-12-20,track_2,"Miami, USA",72,0.5471088838832253,0.3677041488822736,102.32334448672798,0.673235229154987
2024-12-20,track_3,"Miami, USA",65,0.6939906864124802,0.5333275661202264,100.8233797718321,0.6939819704323988
2024-12-20,track_4,"Miami, USA",69,0.7703288040013605,0.3846075259848956,107.27299868828402,0.5366809019706867
2024-12-20,track_5,"Miami, USA",58,0.5960226727138688,0.4783327222710841,117.27780074568463,0.5582458280396083
2024-12-20,track_1,"Berlin, Germany",62,0.5910745639497214,0.6061200847043875,129.2797576724562,0.6197316968394073
2024-12-20,track_2,"Berlin, Germany",69,0.5222402982521697,0.3677041488822736,102.32334448672798,0.673235229154987
2024-12-20,track_3,"Berlin, Germany",73,0.6624456552119129,0.5333275661202264,100.8233797718321,0.6939819704323988
2024-12-20,track_4,"Berlin, Germany",62,0.735313858364935,0.3846075259848956,107.27299868828402,0.5366809019706867
2024-12-20,track_5,"Berlin, Germany",80,0.5689307330450566,0.4783327222710841,117.27780074568463,0.5582458280396083
2024-12-21,track_1,New York City,66,0.562806332454536,0.6059251668034984,129.2797576724562,0.6197316968394073
2024-12-21,track_2,New York City,70,0.4972498889330582,0.36750923098138444,102.32334448672798,0.673235229154987
2024-12-21,track_3,New York City,66,0.6307788003232899,0.5331326482193373,100.8233797718321,0.6939819704323988
2024-12-21,track_4,New York City,62,0.7001770890404538,0.38441260808400646,107.27299868828402,0.5366809019706867
2024-12-21,track_5,New York City,72,0.5417169696881886,0.47813780437019493,117.27780074568463,0.5582458280396083
2024-12-21,track_1,"London, UK",61,0.562806332454536,0.6059251668034984,129.2797576724562,0.6197316968394073
2024-12-21,track_2,"London, UK",58,0.4972498889330582,0.36750923098138444,102.32334448672798,0.673235229154987
2024-12-21,track_3,"London, UK",64,0.6307788003232899,0.5331326482193373,100.8233797718321,0.6939819704323988
2024-12-21,track_4,"London, UK",59,0.7001770890404538,0.38441260808400646,107.27299868828402,0.5366809019706867
2024-12-21,track_5,"London, UK",56,0.5417169696881886,0.47813780437019493,117.27780074568463,0.5582458280396083
2024-12-21,track_1,"Tokyo, Japan",64,0.562806332454536,0.6059251668034984,129.2797576724562,0.6197316968394073
2024-12-21,track_2,"Tokyo, Japan",67,0.4972498889330582,0.36750923098138444,102.32334448672798,0.673235229154987
2024-12-21,track_3,"Tokyo, Japan",58,0.6307788003232899,0.5331326482193373,100.8233797718321,0.6939819704323988
2024-12-21,track_4,"Tokyo, Japan",64,0.7001770890404538,0.38441260808400646,107.27299868828402,0.5366809019706867
2024-12-21,track_5,"Tokyo, Japan",65,0.5417169696881886,0.47813780437019493,117.27780074568463,0.5582458280396083
2024-12-21,track_1,"Miami, USA",70,0.6190869656999897,0.6059251668034984,129.2797576724562,0.6197316968394073
2024-12-21,track_2,"Miami, USA",60,0.5469748778263641,0.36750923098138444,102.32334448672798,0.673235229154987
2024-12-21,track_3,"Miami, USA",71,0.693856680355619,0.5331326482193373,100.8233797718321,0.6939819704323988
2024-12-21,track_4,"Miami, USA",68,0.7701947979444993,0.38441260808400646,107.27299868828402,0.5366809019706867
2024-12-21,track_5,"Miami, USA",72,0.5958886666570076,0.47813780437019493,117.27780074568463,0.5582458280396083
2024-12-21,track_1,"Berlin, Germany",67,0.5909466490772629,0.6059251668034984,129.2797576724562,0.6197316968394073
2024-12-21,track_2,"Berlin, Germany",67,0.5221123833797111,0.36750923098138444,102.32334448672798,0.673235229154987
2024-12-21,track_3,"Berlin, Germany",69,0.6623177403394545,0.5331326482193373,100.8233797718321,0.6939819704323988
2024-12-21,track_4,"Berlin, Germany",70,0.7351859434924766,0.38441260808400646,107.27299868828402,0.5366809019706867
2024-12-21,track_5,"Berlin, Germany",62,0.568802818172598,0.47813780437019493,117.27780074568463,0.5582458280396083
2024-12-22,track_1,New York City,64,0.562699193190838,0.6057537439815817,129.2797576724562,0.6197316968394073
2024-12-22,track_2,New York City,50,0.49714274966936023,0.3673378081594677,102.32334448672798,0.673235229154987
2024-12-22,track_3,New York City,65,0.6306716610595919,0.5329612253974205,100.8233797718321,0.6939819704323988
2024-12-22,track_4,New York City,68,0.7000699497767559,0.3842411852620897,107.27299868828402,0.5366809019706867
2024-12-22,track_5,New York City,69,0.5416098304244906,0.4779663815482782,117.27780074568463,0.5582458280396083
2024-12-22,track_1,"London, UK",58,0.562699193190838,0.6057537439815817,129.2797576724562,0.6197316968394073
2024-12-22,track_2,"London, UK",56,0.49714274966936023,0.3673378081594677,102.32334448672798,0.673235229154987
2024-12-22,track_3,"London, UK",58,0.6306716610595919,0.5329612253974205,100.8233797718321,0.6939819704323988
2024-12-22,track_4,"London, UK",66,0.7000699497767559,0.3842411852620897,107.27299868828402,0.5366809019706867
2024-12-22,track_5,"London, UK",58,0.5416098304244906,0.4779663815482782,117.27780074568463,0.5582458280396083
2024-12-22,track_1,"Tokyo, Japan",66,0.562699193190838,0.6057537439815817,129.2797576724562,0.6197316968394073
2024-12-22,track_2,"Tokyo, Japan",55,0.49714274966936023,0.3673378081594677,102.32334448672798,0.673235229154987
2024-12-22,track_3,"Tokyo, Japan",59,0.6306716610595919,0.5329612253974205,100.8233797718321,0.6939819704323988
2024-12-22,track_4,"Tokyo, Japan",65,0.7000699497767559,0.3842411852620897,107.27299868828402,0.5366809019706867
2024-12-22,track_5,"Tokyo, Japan",67,0.5416098304244906,0.4779663815482782,117.27780074568463,0.5582458280396083
2024-12-22,track_1,"Miami, USA",66,0.6189691125099219,0.6057537439815817,129.2797576724562,0.6197316968394073
2024-12-22,track_2,"Miami, USA",66,0.5468570246362963,0.3673378081594677,102.32334448672798,0.673235229154987
2024-12-22,track_3,"Miami, USA",77,0.6937388271655512,0.5329612253974205,100.8233797718321,0.6939819704323988
2024-12-22,track_4,"Miami, USA",62,0.7700769447544314,0.3842411852620897,107.27299868828402,0.5366809019706867
2024-12-22,track_5,"Miami, USA",69,0.5957708134669397,0.4779663815482782,117.27780074568463,0.5582458280396083
2024-12-22,track_1,"Berlin, Germany",66,0.59083415285038,0.6057537439815817,129.2797576724562,0.6197316968394073
2024-12-22,track_2,"Berlin, Germany",66,0.5219998871528283,0.3673378081594677,102.32334448672798,0.673235229154987
2024-12-22,track_3,"Berlin, Germany",69,0.6622052441125715,0.5329612253974205,100.8233797718321,0.6939819704323988
2024-12-22,track_4,"Berlin, Germany",70,0.7350734472655936,0.3842411852620897,107.27299868828402,0.5366809019706867
2024-12-22,track_5,"Berlin, Germany",68,0.5686903219457152,0.4779663815482782,117.27780074568463,0.5582458280396083
2024-12-23,track_1,New York City,65,0.5626067700991739,0.605605867034919,129.2797576724562,0.6197316968394073
2024-12-23,track_2,New York City,63,0.4970503265776961,0.367189931212805,102.32334448672798,0.673235229154987
2024-12-23,track_3,New York City,58,0.6305792379679278,0.5328133484507579,100.8233797718321,0.6939819704323988
2024-12-23,track_4,New York City,60,0.6999775266850917,0.38409330831542704,107.27299868828402,0.5366809019706867
2024-12-23,track_5,New York City,55,0.5415174073328265,0.4778185046016155,117.27780074568463,0.5582458280396083
2024-12-23,track_1,"London, UK",72,0.5626067700991739,0.605605867034919,129.2797576724562,0.6197316968394073
2024-12-23,track_2,"London, UK",63,0.4970503265776961,0.367189931212805,102.32334448672798,0.673235229154987
2024-12-23,track_3,"London, UK",63,0.6305792379679278,0.5328133484507579,100.8233797718321,0.6939819704323988
2024-12-23,track_4,"London, UK",70,0.6999775266850917,0.38409330831542704,107.27299868828402,0.5366809019706867
2024-12-23,track_5,"London, UK",61,0.5415174073328265,0.4778185046016155,117.27780074568463,0.5582458280396083
2024-12-23,track_1,"Tokyo, Japan",66,0.5626067700991739,0.605605867034919,129.2797576724562,0.6197316968394073
2024-12-23,track_2,"Tokyo, Japan",60,0.4970503265776961,0.367189931212805,102.32334448672798,0.673235229154987
2024-12-23,track_3,"Tokyo, Japan",61,0.6305792379679278,0.5328133484507579,100.8233797718321,0.6939819704323988
2024-12-23,track_4,"Tokyo, Japan",69,0.6999775266850917,0.38409330831542704,107.27299868828402,0.5366809019706867
2024-12-23,track_5,"Tokyo, Japan",59,0.5415174073328265,0.4778185046016155,117.27780074568463,0.5582458280396083
2024-12-23,track_1,"Miami, USA",74,0.6188674471090914,0.605605867034919,129.2797576724562,0.6197316968394073
2024-12-23,track_2,"Miami, USA",64,0.5467553592354657,0.367189931212805,102.32334448672798,0.673235229154987
2024-12-23,track_3,"Miami, USA",74,0.6936371617647207,0.5328133484507579,100.8233797718321,0.6939819704323988
2024-12-23,track_4,"Miami, USA",68,0.769975279353601,0.38409330831542704,107.27299868828402,0.5366809019706867
2024-12-23,track_5,"Miami, USA",66,0.5956691480661092,0.4778185046016155,117.27780074568463,0.5582458280396083
2024-12-23,track_1,"Berlin, Germany",76,0.5907371086041326,0.605605867034919,129.2797576724562,0.6197316968394073
2024-12-23,track_2,"Berlin, Germany",56,0.521902842906581,0.367189931212805,102.32334448672798,0.673235229154987
2024-12-23,track_3,"Berlin, Germany",71,0.6621081998663242,0.5328133484507579,100.8233797718321,0.6939819704323988
2024-12-23,track_4,"Berlin, Germany",67,0.7349764030193463,0.38409330831542704,107.27299868828402,0.5366809019706867
2024-12-23,track_5,"Berlin, Germany",72,0.5685932776994679,0.4778185046016155,117.27780074568463,0.5582458280396083
2024-12-24,track_1,New York City,67,0.5625290905665002,0.6054815797826412,129.2797576724562,0.6197316968394073
2024-12-24,track_2,New York City,61,0.4969726470450224,0.3670656439605272,102.32334448672798,0.673235229154987
2024-12-24,track_3,New York City,65,0.6305015584352541,0.53268906119848,100.8233797718321,0.6939819704323988
2024-12-24,track_4,New York City,58,0.699899847152418,0.38396902106314923,107.27299868828402,0.5366809019706867
2024-12-24,track_5,New York City,61,0.5414397278001528,0.4776942173493377,117.27780074568463,0.5582458280396083
2024-12-24,track_1,"London, UK",65,0.5625290905665002,0.6054815797826412,129.2797576724562,0.6197316968394073
2024-12-24,track_2,"London, UK",63,0.4969726470450224,0.3670656439605272,102.32334448672798,0.673235229154987
2024-12-24,track_3,"London, UK",71,0.6305015584352541,0.53268906119848,100.8233797718321,0.6939819704323988
2024-12-24,track_4,"London, UK",68,0.699899847152418,0.38396902106314923,107.27299868828402,0.5366809019706867
2024-12-24,track_5,"London, UK",56,0.5414397278001528,0.4776942173493377,117.27780074568463,0.5582458280396083
2024-12-24,track_1,"Tokyo, Japan",55,0.5625290905665002,0.6054815797826412,129.2797576724562,0.6197316968394073
2024-12-24,track_2,"Tokyo, Japan",60,0.4969726470450224,0.3670656439605272,102.32334448672798,0.673235229154987
2024-12-24,track_3,"Tokyo, Japan",62,0.6305015584352541,0.53268906119848,100.8233797718321,0.6939819704323988
2024-12-24,track_4,"Tokyo, Japan",59,0.699899847152418,0.38396902106314923,107.27299868828402,0.5366809019706867
2024-12-24,track_5,"Tokyo, Japan",58,0.5414397278001528,0.4776942173493377,117.27780074568463,0.5582458280396083
2024-12-24,track_1,"Miami, USA",68,0.6187819996231503,0.6054815797826412,129.2797576724562,0.6197316968394073
2024-12-24,track_2,"Miami, USA",72,0.5466699117495247,0.3670656439605272,102.32334448672798,0.673235229154987
2024-12-24,track_3,"Miami, USA",73,0.6935517142787796,0.53268906119848,100.8233797718321,0.6939819704323988
2024-12-24,track_4,"Miami, USA",70,0.7698898318676599,0.38396902106314923,107.27299868828402,0.5366809019706867
2024-12-24,track_5,"Miami, USA",64,0.5955837005801682,0.4776942173493377,117.27780074568463,0.5582458280396083
2024-12-24,track_1,"Berlin, Germany",63,0.5906555450948253,0.6054815797826412,129.2797576724562,0.6197316968394073
2024-12-24,track_2,"Berlin, Germany",64,0.5218212793972735,0.3670656439605272,102.32334448672798,0.673235229154987
2024-12-24,track_3,"Berlin, Germany",75,0.6620266363570169,0.53268906119848,100.8233797718321,0.6939819704323988
2024-12-24,track_4,"Berlin, Germany",75,0.734894839510039,0.38396902106314923,107.27299868828402,0.5366809019706867
2024-12-24,track_5,"Berlin, Germany",68,0.5685117141901604,0.4776942173493377,117.27780074568463,0.5582458280396083
2024-12-25,track_1,New York City,66,0.5624661776109392,0.6053809190537434,129.2797576724562,0.6197316968394073
